CNPJ;Nome;Site;Perfil;Código
35820534000149;PORTO SEGURO HOLDING FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35843.00-5
35820556000109;MILES ACER LONG BIAS EXCELLENCE FIC FIM;;SEGMENTO BALCÃO;36922.00-4
35820586000115;VITREO INFLACAO LONGA FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;36981.00-7
35820597000103;HS FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;35842.00-6
35820622000140;GREENFIELD FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;39983.00-2
35820670000139;051 FUTURA FIC FI MUTIMERCADO CP IE;;SEGMENTO BALCÃO;37162.00-7
35822736000120;ITAU COLABORADORES ACOES DUNAMIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;35093.00-6
35822752000112;ITAU COLABORADORES GLOBAL DINAMICO PLUS MULTIMERCADO FICFI;;SEGMENTO BALCÃO;35071.00-4
35823433000121;ITAU ZERAGEM RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;35055.00-6
35827309000134;ATLAS HOLDING E PARTICIPACOES S.A.;;SEGMENTO BALCÃO;35038.40-1
35828634000111;LAGO RICO FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO EXTERIOR;;SEGMENTO BALCÃO;36324.00-4
35828652000101;GENOA CAPITAL RADAR MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;39982.00-3
35828676000152;VITREO OURO PREV FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;36111.00-4
35828684000107;GENOA CAPITAL RADAR FIC DE FIM;;SEGMENTO BALCÃO;36412.00-2
35828701000106;MILES SINGULAR MASTER FUNDO DE INVESTIMENTO EM ACOES IE;;SEGMENTO BALCÃO;39404.00-0
35828705000186;AF GLOBAL BONDS FUNDO DE INVESTIMENTO RF CP IE;;SEGMENTO BALCÃO;36611.00-9
35828712000188;MILES CAIXA VIRTUS FIC DE FIA;;SEGMENTO BALCÃO;36413.00-1
35828736000137;GENOA CAPITAL RADAR VT FIC DE FIM;;SEGMENTO BALCÃO;36944.00-6
35844762000159;CA INDOSUEZ EMERGING MARKETS MASTER FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;36228.00-7
35844780000130;CA INDOSUEZ PENSION FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;36566.00-6
35844884000145;INDIE 100 ICATU PREVIDENCIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;37388.00-1
35844896000170;NUTREN FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;35095.00-4
35844907000111;KIRON B PREVIDENCIA FUNDO DE INVESTIMENTO EM ACOES MASTER FIFE;;SEGMENTO BALCÃO;35670.00-3
35844917000157;ISALENA FI MULTIMERCADO CREDITO PRIVADO IE;;SEGMENTO BALCÃO;35053.00-8
35844920000170;CKY FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35050.00-1
35844932000103;BAHIA AM LONG BIASED II ADVISORY FI EM COTAS DE FI MULTIMERCADO;;SEGMENTO BALCÃO;35086.00-6
35844937000128;JBFO AUGME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;35455.00-8
35844942000130;PANAMBY B PREVIDENCIA FIFE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;35023.00-7
35844944000120;CA INDOSUEZ BETON ICATU PREVIDENCIARIO FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;36543.00-5
35844952000176;FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR - 2170;;SEGMENTO BALCÃO;35437.00-2
35844953000110;IRB LONDON FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;36456.00-6
35844963000156;ICATU VANGUARDA CAP PARCERIAS II FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;35661.00-5
35844969000123;VITREO FOF SUPERPREVIDENCIA ACOES ICATU FIM;;SEGMENTO BALCÃO;36504.00-6
35844983000127;BRADESCO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO SELECAO MODERADO PGBL/VGBL;;SEGMENTO BALCÃO;35815.00-2
35844987000105;BRADESCO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO SELECAO CONSERVADOR PGBL/VGBL;;SEGMENTO BALCÃO;36602.00-1
35844989000102;BRADESCO PRIVATE MULTIGESTORES VALOR RELATIVO FIC FIM PGBL/VGBL;;SEGMENTO BALCÃO;37004.00-0
35844993000162;BRADESCO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO MULTIGESTORES 2 PGBL/VGBL;;SEGMENTO BALCÃO;36952.00-5
35845004000155;BRADESCO FUNDO DE INVESTIMENTO EM ACOES MASTER PREVIDENCIA IBOVESPA ATIVO;;SEGMENTO BALCÃO;36766.00-2
35845010000102;BRADESCO FUNDO DE INVESTIMENTO EM ACOES MASTER LONG BIASED;;SEGMENTO BALCÃO;38154.00-7
35845020000148;BRADESCO MASTER FUNDO DE INVESTIMENTO CAMBIAL;;SEGMENTO BALCÃO;35623.00-5
35845039000194;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO ACOES MULTIGESTORES PGBL/VGBL;;SEGMENTO BALCÃO;37073.00-0
35847465000167;WESTERN B PREVIDENCIA MASTER FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;35436.00-3
35847471000114;OCEANA B PREVIDENCIA FUNDO DE INVESTIMENTO EM ACOES MASTER;;SEGMENTO BALCÃO;35504.00-7
35847476000147;FUNDO DA TUCA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35511.00-7
35847484000193;JBFO SPS FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;35568.00-5
35847491000195;WESTERN ASSET STB FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;35525.00-0
35847495000173;SUL AMERICA EQUITIES 30 FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;35512.00-6
35847499000151;PIPOCA FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35619.00-2
35847501000192;DJM2 FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35624.00-4
35847502000137;GARDA II FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35621.00-7
35847510000183;ATHENA ICATU II FUNDO DE INVESTIMENTO EM ACOES PREVIDENCIARIO FIFE;;SEGMENTO BALCÃO;35650.00-9
35847518000140;EL CHALTEN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;35582.00-5
35847519000194;G5 SANTORINI FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;36880.00-5
35847520000119;G5 DIAMOND FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;36881.00-4
35847529000120;G5 PLATINUM FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;36861.00-0
35847535000187;BAHIA AM LONG BIASED II RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;35753.00-9
35847960000176;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO OMEGA;;SEGMENTO BALCÃO;37964.00-9
35864178000165;ITAU II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE INFRAESTRUTURA;;SEGMENTO BALCÃO;37246.00-2
35864264000178;CRESCERA GROWTH CAPITAL V PVT FUNDO DE INVESTIMENTO EM PARTICIPACOES - MULTIESTRATEGIA;;SEGMENTO BALCÃO;37343.00-8
35864448000138;KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII;;SEGMENTO BALCÃO;37206.00-4
35865499000184;NAF ENIGMA II FIM;;SEGMENTO BALCÃO;36153.00-0
35865531000121;NAF ENIGMA III FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO;;SEGMENTO BALCÃO;36154.00-9
35865538000143;WM SAFE HAVEN C2 FIM CRED PRIV IE;;SEGMENTO BALCÃO;36410.00-4
35865554000136;CSHG PB ROMA FIM CP IE;;SEGMENTO BALCÃO;36428.00-3
35865564000171;CSHG JIVE DISTRESSED III FICFI RF REF DI;;SEGMENTO BALCÃO;36820.00-3
35868110000154;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BV - CREDITO DE VEICULOS;;SEGMENTO BALCÃO;40090.00-1
35868117000176;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BRAVE FACTA;;SEGMENTO BALCÃO;36825.00-8
35868122000189;REZIM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;;SEGMENTO BALCÃO;36143.00-3
35868129000109;FIDC - BANCO EMISSORES DE CARTAO DE CREDITO - STONE III;;SEGMENTO BALCÃO;36781.00-1
35868135000158;ANGA SABEMI MONO COTA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;;SEGMENTO BALCÃO;37014.00-7
35868733000127;EXES AGRO XINGU FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;;SEGMENTO BALCÃO;36362.00-4
35868740000129;LESTE LLF CID FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS I;;SEGMENTO BALCÃO;37852.00-1
35871400000157;PSS LIQUID OPPORTUNITIES FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35700.00-7
35871486000118;SUPRA MID FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;36365.00-1
35880201000105;DARP JIVE FUNDO DE INVESTIMENTO IMOBILIARIO;;SEGMENTO BALCÃO;38192.00-7
35880735000131;DARP JIVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;;SEGMENTO BALCÃO;38227.00-6
35880783000120;DARP JIVE FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCÃO;38191.00-8
35880835000168;FUNDO DE GESTAO E RECUPERACAO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;;SEGMENTO BALCÃO;38882.00-1
35880858000172;IFC FI EM COTAS DE FIM CP;;SEGMENTO BALCÃO;37986.00-1
35880980000149;SIGULER GUFF EMERGING MARKETS ENERGY OPPORTUNITIES FIP MULTIESTRATEGIA;;SEGMENTO BALCÃO;37211.00-6
35881094000130;SUPERSIM SECURITIZADORA DE CREDITOS FINANCEIROS S.A..;;SEGMENTO BALCÃO;36463.40-8
35892546000189;1001 FILMES LTDA;;SEGMENTO BALCÃO;39759.44-9
35911258000124;STARCRED SOCIEDADE DE CREDITO DIRETO S/A;;SEGMENTO BALCÃO;36560.00-2
35916068000108;TTB 1 FIM CP IE;;SEGMENTO BALCÃO;40153.00-3
35916447000190;PORTO SEGURO SPARTA PREVIDENCIA FIC DE FIRF CREDITO PRIVADO;;SEGMENTO BALCÃO;35487.00-7
35916475000107;GIANT PREV XP SEGUROS FIE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;36856.00-8
35917935000111;AXIS SOLAR V EMPREENDIMENTOS E PARTICIPACOES S/A;;SEGMENTO BALCÃO;37188.40-7
35927084000198;OG PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;35091.00-8
35927091000190;EOS SPS FIC DE FIM CREDITO PRIVADO LONGO PRAZO;;SEGMENTO BALCÃO;35496.00-5
35927113000111;GIANT PREV ICATU I FIE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;36496.00-4
35927242000100;XMC FICFIM CP IE;;SEGMENTO BALCÃO;39255.00-8
35927261000136;PORTO SEGURO ARX INCOME 70 PREV FIC DE FIM;;SEGMENTO BALCÃO;35736.00-2
35927294000186;SCHRODER INOVAR PREVIDENCIA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;36447.00-8
35927331000156;SPARTA PREVIDENCIA FIFE D60 FIRF CREDITO PRIVADO;;SEGMENTO BALCÃO;36178.00-9
35927347000169;PORTO SEGURO ARX DENALI PREV FIC DE FIRF CREDITO PRIVADO;;SEGMENTO BALCÃO;35737.00-1
35927377000175;OCCAM RETORNO ABSOLUTO S FIC DE FIM;;SEGMENTO BALCÃO;35518.00-0
35939526000116;SCHRODER METRUS PLANO II INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;36301.00-3
35939670000152;XPMFO PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;35770.00-6
35939700000120;ALASKA BLACK 70 ADVISORY XP SEGUROS PREVIDENCIARIO FIC DE FIM;;SEGMENTO BALCÃO;35960.00-5
35939779000190;IP ATLAS BRL FIC DE FIM IE;;SEGMENTO BALCÃO;35810.00-7
35939847000110;IP ATLAS USD FIC DE FIA IE;;SEGMENTO BALCÃO;35808.00-2
35939857000156;ALASKA BLACK 100 ADV XP SEGUROS PREVIDENCIARIO FIC DE FIM;;SEGMENTO BALCÃO;35961.00-4
35939942000114;VELT FO A FIC DE FIA;;SEGMENTO BALCÃO;35768.00-1
35939983000100;SQUADRA LB WM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES;;SEGMENTO BALCÃO;36604.00-9
35940129000164;IP PREV MASTER FIM;;SEGMENTO BALCÃO;40133.00-9
35940266000107;GIANT ZARATHUSTRA ADVISORY FIC DE FIM;;SEGMENTO BALCÃO;39546.00-9
35940289000103;AGUA AZUL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35812.00-5
35946113000169;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FACTA CONSIGNADO INSS;;SEGMENTO BALCÃO;35102.00-7
35949078000131;UBYFOL AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS II;;SEGMENTO BALCÃO;39771.00-1
35949149000104;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISEGMENTOS NPL BEM QUERER  NAO PADRONIZADO;;SEGMENTO BALCÃO;35466.00-4
35949954000120;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS AGRO SGT;;SEGMENTO BALCÃO;35658.00-1
35950535000108;JIVE SPV FIM CP;;SEGMENTO BALCÃO;37987.00-0
35952360000178;SOUTHBURY LLP- BANCO ITAUBANK S/A;;SEGMENTO BALCÃO;34854.70-3
35955948000185;CAPITANIA PREVREIT ADVISORY XP SEG FIE I FIC DE FIM CP;;SEGMENTO BALCÃO;37550.00-4
35955960000190;IP PREVIDENCIA XP SEGUROS IQ FIC DE FIM;;SEGMENTO BALCÃO;36106.00-2
35955975000158;CANVAS VECTOR BB FIC DE FIM;;SEGMENTO BALCÃO;36041.00-2
35955993000130;VELT PREV II FIC DE FIA;;SEGMENTO BALCÃO;36112.00-3
35956031000103;ATHENA XP SEGUROS PREVIDENCIARIO FIFE FIA;;SEGMENTO BALCÃO;35807.00-3
35956270000155;ATHENA XP SEGUROS PREVIDENCIARIO 100 FIE FIA;;SEGMENTO BALCÃO;35925.00-2
35956326000171;GAP ABSOLUTO XP SEGUROS IQ FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;36128.00-4
35956625000106;GUEPARDO PREVIDENCIA FIFE FIM;;SEGMENTO BALCÃO;36042.00-1
35956641000107;GUEPARDO XP SEGUROS PREV FIC DE FIM;;SEGMENTO BALCÃO;36044.00-9
35956701000183;COMPASS PREVIDENCIA FIFE FIM CP;;SEGMENTO BALCÃO;40545.00-6
35956764000130;GAMA MASTER PREVIDENCIA FIFE CREDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;37308.00-5
35956778000153;LEBLON 70 PORTO SEGURO FIM FIE;;SEGMENTO BALCÃO;36124.00-8
35956792000157;OABPREV CLASSICO II FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;36278.00-2
35956874000100;QUASAR CREDITO PREVIDENCIARIO ADVISORY XP SEGUROS FIM CREDITO PRIVADO;;SEGMENTO BALCÃO;36236.00-6
35956890000194;SHARP EQUITY VALUE PREVIDENCIA ADVISORY FIC DE FIM;;SEGMENTO BALCÃO;37735.00-1
35956906000169;JGP ESG FIC DE FIA;;SEGMENTO BALCÃO;35927.00-0
35957112000110;TORK STB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;36201.00-0
35957144000115;SHARP EQUITY VALUE PREVIDENCIA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;36298.00-6
35957156000140;SHARP EQUITY VALUE 100 XP SEGUROS PREVIDENCIA FIC DE FIM;;SEGMENTO BALCÃO;36286.00-1
35960893000100;DAHLIA ACOES S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;35488.00-6
35975173000100;AZURE BLC V FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;;SEGMENTO BALCÃO;41193.00-0
35975383000106;TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS VI S/A;;SEGMENTO BALCÃO;36506.40-6
35977097000171;UPP SOCIEDADE DE EMPRESTIMO ENTRE PESSOAS S.A.;;SEGMENTO BALCÃO;37360.00-5
35980592000130;DRAMMEN RJ INFRAESTRUTURA E REDES DE TELECOMUNICACOES S.A.;;SEGMENTO BALCÃO;41401.40-0
35993098000100;Z.A. DIGITAL DE SAO PAULO SISTEMA DE ESTACIONAMENTO ROTATIVO S/A;;SEGMENTO BALCÃO;37193.40-9
35998413000191;BANESTES DIVIDENDOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES;;SEGMENTO BALCÃO;36813.00-3
36007649000262;VITORIA PRODUCOES CINEMATOGRAFICAS LTDA.;;SEGMENTO BALCÃO;33019.44-6
36010002000109;KYOTO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;40980.00-1
36013900000110;SPECIALE BRAVE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;40244.00-8
36014016000109;ORAMA MULTI CRED FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;35410.00-5
36014097000139;HAUS FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;36023.00-6
36015128000176;SRM EXODUS 90 PLAT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRI;;SEGMENTO BALCÃO;35755.00-7
36015150000116;SRM EXODUS 180 PLAT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PR;;SEGMENTO BALCÃO;35757.00-5
36015171000131;SRM EXODUS 360 PLAT FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;35754.00-8
36015218000167;MOGNO PITANGUEIRAS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;35096.00-3
36015243000140;BRAVE II HIGH YIELD FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35712.00-2
36015267000108;PS CASH INCENTIVADOS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;;SEGMENTO BALCÃO;37126.00-5
36015789000100;ALE BRASIL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;37726.00-3
36016314000120;MOGNO WM ICATU PREV AGRESSIVO QUALIFICADO FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;36465.00-4
36016436000116;EXPLORITAS LATAM MASTER FUNDO DE INVESTIMENTO DE ACOES;;SEGMENTO BALCÃO;35322.00-7
36017195000120;AUGME PREVIDENCIA FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;37205.00-5
36017289000107;V8 VANQUISH TERMO FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;39225.00-7
36017588000133;JEITTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;;SEGMENTO BALCÃO;36628.00-9
36017731000197;GENOA CAPITAL RADAR ADVISORY FIC FIM;;SEGMENTO BALCÃO;36427.00-4
36017786000105;GENOA CAPITAL RADAR TFO FIC FIM;;SEGMENTO BALCÃO;36426.00-5
36017828000108;GENOA CAPITAL RADAR RED FIC FIM;;SEGMENTO BALCÃO;36477.00-9
36017837000190;GENOA CAPITAL RADAR S FIC DE FIM;;SEGMENTO BALCÃO;36431.00-7
36017851000194;SANTANDER YELLOW CAMBIAL FIC DE FI;;SEGMENTO BALCÃO;36517.00-0
36017867000105;KILIMA DIVERSIFICADO EQUITIES FIC DE FIA;;SEGMENTO BALCÃO;36503.00-7
36017883000190;KILIMA DIVERSIFICADO FIC FIM CP;;SEGMENTO BALCÃO;36614.00-6
36017898000158;AUGME XP SEGUROS PREVIDENCIA FIE D60 FIC DE FUNDOS DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;37181.00-2
36017965000134;EASYNVEST PERFORMANCE FI RF CREDITO PRIVADO;;SEGMENTO BALCÃO;36581.00-5
36017989000193;AUGME HY 2 FI RF CREDITO PRIVADO;;SEGMENTO BALCÃO;36948.00-2
36021708000176;MILES VIRTUS RED FIC FIA;;SEGMENTO BALCÃO;36868.00-3
36021716000112;MILES VIRTUS SVP PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;36902.00-0
36030967000163;ENGIE SOLUCOES CIDADES INTELIGENTES E INFRAESTRUTURA DE UBERLANDIA S.A;;SEGMENTO BALCÃO;39002.40-2
36046327000141;MONEDA LATAM CREDIT ADVISORY FIC FIM CP IE;;SEGMENTO BALCÃO;36750.00-1
36046438000158;MONEDA LATAM CREDIT ADVISORY MASTER FIM CP IE;;SEGMENTO BALCÃO;36748.00-6
36048212000196;LORD ABBETT PASSPORT PORTFOLIOS PLC/ LORD ABBETT HIGH YIELD CORE FUND - BANCO ITAUBANK S.A.;;SEGMENTO BALCÃO;34953.70-7
36048337000116;DUAGRO TECNOLOGIA E INTERMEDIACAO LIMITADA;;SEGMENTO BALCÃO;41330.00-7
36062772000103;INFRAESTRUTURA BRASIL HOLDING IX S.A.;;SEGMENTO BALCÃO;40993.40-7
36079150000180;CQJR DTVM LTDA;;SEGMENTO BALCÃO;17353.00-1
36083237000120;IPORANGA II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;36893.00-9
36083445000120;SOMA II FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS;;SEGMENTO BALCÃO;35672.00-1
36098375000183;BTSP I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;;SEGMENTO BALCÃO;35667.00-9
36113876000191;OLIVEIRA TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBLS S.A.;;ADMINISTRADOR iMERCADO;2358
36113876000191;OLIVEIRA TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBLS S.A.;;CUSTODIANTE BALCÃO;2358
36113876000191;OLIVEIRA TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBLS S.A.;;ESCRITURADOR;2358
36113876000191;OLIVEIRA TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBLS S.A.;;LIQUIDANTE;2358
36113876000191;OLIVEIRA TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBLS S.A.;;PARTICIPANTE DE BALCÃO;2358
36113876000191;OLIVEIRA TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBLS S.A.;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;14153.00-8
36114563000158;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS G5 CROMO I-A;;SEGMENTO BALCÃO;35101.00-8
36114636000101;BRASILPREV LEBLON 70 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;36980.00-8
36114693000190;BRASILPREV TOP ESTRATEGIA VII FIC FI MULTIMERCADO;;SEGMENTO BALCÃO;36884.00-1
36114737000182;BRASILPREV BTG PACTUAL DISCOVERY FIC FI MULTIMERCADO;;SEGMENTO BALCÃO;36912.00-7
36114774000190;BRASILPREV TOP ESTRATEGIA VIII FIC FI MULTIMERCADO;;SEGMENTO BALCÃO;36883.00-2
36115022000144;SAVANA FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCÃO;38750.00-9
36115052000150;CASHME EXCLUSIVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;;SEGMENTO BALCÃO;41073.00-3
36125692000141;SMART RJ CONCESSIONARIA DE ILUMINACAO PUBLICA SPE S.A.;;SEGMENTO BALCÃO;39860.40-0
36128741000108;CONCESSIONARIA DA RODOVIA MS 306 S.A.;;SEGMENTO BALCÃO;38492.40-8
36146575000164;EIXO SP CONCESSIONARIA DE RODOVIAS S.A;;SEGMENTO BALCÃO;35681.40-1
36149703000123;A.S.F. ABSOLUTE RETURN MULTI STRATEGY CONTROL - BANCO ITAUBANK S/A;;SEGMENTO BALCÃO;35014.70-0
36149704000178;AMUNDI FUNDS ABSOLUTE RETURN MULTI-STRATEGY - BANCO ITAUBANK S/A;;SEGMENTO BALCÃO;35012.70-2
36149705000112;AMUNDI FUNDS MULTI-STRATEGY GROWTH - BANCO ITAUBANK S.A.;;SEGMENTO BALCÃO;35042.70-3
